X,y
2.2733602246716966,6.054685111078699
3.1675833970975287,4.581428216625668
7.973654573327341,5.392507052220794
6.762546707509745,3.1080675129768505
3.91109550601909,4.225743591355715
3.328139278663845,5.404029322210892
5.983087535871898,3.80463914702643
1.8673418560371335,5.753329701180897
6.727560440146213,4.649222806665851
9.418028652699372,11.237918383092238
2.48245714629571,4.669660943003897
9.488811518333183,13.930549212798873
6.672374531003724,5.160353887865788
0.9589793559411208,3.0300355981689893
4.418396661678128,3.8559364515218997
8.864799193275177,8.161942283169342
6.974534998820221,4.039384719056993
3.2647286407011213,6.03983853569104
7.339281633300665,4.930849094382604
2.201349555454862,5.424034531791298
0.8159456954220812,2.5259021041605063
1.5989560107504752,4.569832341022067
3.401001849547053,4.965769774838419
4.651931537020509,4.380241720895644
2.6642102829077094,5.2347390655805714
8.15776403424807,6.31008268126745
1.932943892894945,3.552542981066117
1.2946907617720027,3.6573007449069403
0.9166475154493592,2.783892713842448
5.9856801366491315,2.7643569577513687
8.547419043740014,7.071709402987695
6.016212416937131,2.813018560637876
9.319883611359835,10.230794625455566
7.2478136109202005,3.9208819093804292
8.605513173932923,7.229785120184925
9.293378015753163,10.1501695278065
5.461860090823531,4.5474441885661445
9.37672958767757,11.159742985896985
4.949879400788243,4.33024542000133
2.7377318248998748,5.481644407461004
4.5177870747476065,3.9631193173186925
6.650389233995303,3.006917338571963
3.3089093046705464,5.81715741764601
9.034540068082391,8.986826737549993
2.5707417527653433,4.036055828481662
3.3982833761031985,3.631836514574645
2.5885339864292733,5.449644905426189
3.55446479944286,4.589484743872905
0.05022333717131788,-0.25932339377199065
6.286045440996787,3.1540966075962835
2.8238270742511826,5.032564804920202
0.6808768948794575,2.1581725589321983
6.1682897725638055,2.6584089574088465
1.7632632028120343,4.671637346834923
3.043883872195896,5.99722066862099
4.4088681087611805,5.013041112691791
1.502023410627008,3.062661433645985
2.17928863085435,4.151967798258154
4.743331153335445,3.3164349415249736
4.763688550811919,4.067737456263263
2.5523235381950027,5.887989945350624
2.9756526814804807,5.539202643885522
2.7906711981376664,4.079999039826361
2.6057921249129756,5.335592087100507
4.827615927993158,4.76503000585442
2.119790363515106,4.738210601960448
4.956305966730406,5.444029207045662
2.4626132583073757,4.7936699714728945
8.384826524669448,7.460404128095968
1.8013059009503507,6.395750826419042
8.621562915092365,6.566947115527144
1.7829944484518745,4.481334130311287
7.505313319372441,4.902177096577251
6.111204038305652,5.8155204580153885
2.091550349286073,3.768124860486232
7.5987242112399525,5.05653378460235
2.492605695349125,5.466462556634415
0.8557173198655799,2.518638400006851
6.180567223180909,2.949595243015993
5.369683310323356,3.447848024448515
6.345267112152757,3.3320665756982906
1.7437410869138825,3.7613571075498493
2.4816448985645243,6.375304110171022
6.848229846393991,2.959672317537496
0.8087164625090748,2.376796451421697
8.750736007561262,7.511593538766557
4.286943815399918,4.3238189413467625
6.183941953973778,3.605547442379282
3.1310550418511984,4.744846866619307
1.789628552928676,4.551624821369316
0.09712127795452608,1.2249464348244041
2.10042958448453,5.786937268268037
8.700006787716521,7.570915618057535
9.728298023975587,13.812504324441113
4.417923431911024,3.970619064522452
3.7874949480925335,5.1337064079088695
2.7594708126815015,4.308327093921722
9.661041092344417,11.923565354571549
0.5820260526584398,1.3357248685073757
4.087338988618549,5.641850626615588
